epoch,timestamp,average_loss,output1_loss,output2_loss,output3_loss
248,2025-03-13 01:48:09,-14845.07785418855,-16050.002026982667,-15144.50818178834,-13716.810538668593
249,2025-03-13 01:50:17,-14950.330767463236,-16163.103794642857,-15252.888277967437,-13813.831407563026
250,2025-03-13 01:52:25,-15047.812245601366,-16268.632869944853,-15352.625763195903,-13903.585149684874
251,2025-03-13 01:54:34,-15160.384478400736,-16390.290933560926,-15467.46989069065,-14007.639353006827
252,2025-03-13 01:56:42,-15266.611689206933,-16505.32816603204,-15575.71060103729,-14105.748703387606
253,2025-03-13 01:58:50,-15364.088883600316,-16610.79270614496,-15675.0102005646,-14195.868656446954
254,2025-03-13 02:00:59,-15470.80842141544,-16726.283145680147,-15783.90867909664,-14294.375763195903
255,2025-03-13 02:03:07,-15567.828248096113,-16831.14120765494,-15882.873867515757,-14384.058199842437
256,2025-03-13 02:05:16,-15687.522436318277,-16960.716919971113,-16004.70618599002,-14494.737222623424
257,2025-03-13 02:07:24,-15790.919897255777,-17072.899709493173,-16110.1411666229,-14590.017496060924
258,2025-03-13 02:10:01,-15878.190470719537,-17167.205890559348,-16199.132664784664,-14670.721014968487
259,2025-03-13 02:13:19,-15991.244181657037,-17289.141888786766,-16314.60146402311,-14775.30159368435
260,2025-03-13 02:16:00,-16094.750615480567,-17401.54802389706,-16420.026071756827,-14870.694565716913
261,2025-03-13 02:18:41,-16204.811211594013,-17520.270975577732,-16532.380301339286,-14972.538504464286
262,2025-03-13 02:21:21,-16316.238995207457,-17641.348386620273,-16645.855000984768,-15075.193671218487
263,2025-03-13 02:24:02,-16406.28218553046,-17738.45026096376,-16737.51000361082,-15158.73387440914
264,2025-03-13 02:26:42,-16526.20683429622,-17868.089531906513,-16859.890411633405,-15269.530552455357
265,2025-03-13 02:29:23,-16631.227374934348,-17981.798811712186,-16966.87335051208,-15366.562844669117
266,2025-03-13 02:32:04,-16733.038077731093,-18092.13072807248,-17070.691110819327,-15460.477481617647
267,2025-03-13 02:34:45,-16827.9309923188,-18194.5971146271,-17167.610942423846,-15548.169938287816
268,2025-03-13 02:37:25,-16980.195607930673,-18359.43628545168,-17322.56041557248,-15688.98999638918
269,2025-03-13 02:40:05,-17070.9750443146,-18457.611180409665,-17415.296694459033,-15772.755531118697
270,2025-03-13 02:42:46,-17168.0478515625,-18562.8989791229,-17514.051355698528,-15862.405355501576
271,2025-03-13 02:45:27,-17291.037404805673,-18696.155495010506,-17639.42550223214,-15975.906241793593
272,2025-03-13 02:48:07,-17398.1946641938,-18811.973846179095,-17748.759207589286,-16074.935563287816
273,2025-03-13 02:50:47,-17498.800666360294,-18920.819893973214,-17851.272584033613,-16167.93110720851
274,2025-03-13 02:53:28,-17606.771098673846,-19037.171792935926,-17961.566307773108,-16267.872661173844
275,2025-03-13 02:56:08,-17723.192021730567,-19163.761333048846,-18079.932469472165,-16375.208319655987
276,2025-03-13 02:58:48,-17841.452739298846,-19291.47955783876,-18200.611541491595,-16484.562097886028
277,2025-03-13 03:01:28,-17940.398388261554,-19398.540679162288,-18301.537224264706,-16575.9360884979
278,2025-03-13 03:04:09,-18063.327394629727,-19531.37096244748,-18426.903271074054,-16689.611508665967
279,2025-03-13 03:06:49,-18146.160673253675,-19620.9202501313,-18511.261866465335,-16766.263442095587
280,2025-03-13 03:09:29,-18277.3336561187,-19762.933889180673,-18645.161813944327,-16887.260930934874
281,2025-03-13 03:12:09,-18411.102374934348,-19908.211725315126,-18781.232914259454,-17010.670996914392
282,2025-03-13 03:14:50,-18517.07771467962,-20022.631909795167,-18889.51354057248,-17108.583385307247
283,2025-03-13 03:17:30,-18619.96219308036,-20133.461397058825,-18994.842215401786,-17203.676224396007
284,2025-03-13 03:20:11,-18740.626206341913,-20264.268776260506,-19117.638097426472,-17315.133575695905
285,2025-03-13 03:22:52,-18837.631696428572,-20369.231289390755,-19216.647190126052,-17404.668723739494
286,2025-03-13 03:25:32,-18979.054523371848,-20522.040047268907,-19361.01093914128,-17535.3466796875
287,2025-03-13 03:28:13,-19079.619583771007,-20630.74259782038,-19463.526572347688,-17628.345251772585
288,2025-03-13 03:30:53,-19211.545512736346,-20773.38960740546,-19598.365152310926,-17750.045865611868
289,2025-03-13 03:33:33,-19309.123703387606,-20879.034434086134,-19697.768907563026,-17840.205201221113
290,2025-03-13 03:36:13,-19417.575638458507,-20996.6942292542,-19808.117548581933,-17940.328510701154
291,2025-03-13 03:38:55,-19529.613773634454,-21117.857914259454,-19922.40935202206,-18043.83240053834
292,2025-03-13 03:41:35,-19648.702008928572,-21246.785911239494,-20043.819672400212,-18153.799353335085
293,2025-03-13 03:44:16,-19788.828395811448,-21398.103302258405,-20186.865267200632,-18283.343093487394
294,2025-03-13 03:46:57,-19895.903574711134,-21514.105895483193,-20295.957261029413,-18382.210018382353
295,2025-03-13 03:49:38,-20005.659844406513,-21633.0541458771,-20407.855846244747,-18483.465606945905
296,2025-03-13 03:52:19,-20118.550699185926,-21754.828174238446,-20523.115726759454,-18587.917304030987
297,2025-03-13 03:55:00,-20247.940158876052,-21894.682215073528,-20655.205652573528,-18707.432732077206
298,2025-03-13 03:57:41,-20359.71618960084,-22016.601792279413,-20768.51455816702,-18810.451697085085
299,2025-03-13 04:00:21,-20491.064764968487,-22158.1617811187,-20902.775571165967,-18931.957129726892
300,2025-03-13 04:03:01,-20587.295365021007,-22262.2457654937,-21000.69949776786,-19021.02781972164
301,2025-03-13 04:05:41,-20723.299418986346,-22409.562286633405,-21139.449661896007,-19146.487879136028
302,2025-03-13 04:08:21,-20834.031676733193,-22529.3139115021,-21252.14769892332,-19248.981174501052
303,2025-03-13 04:11:02,-20955.290785845587,-22660.572577468487,-21375.849822741595,-19360.90840007878
304,2025-03-13 04:13:43,-21083.184709821428,-22799.095177914915,-21506.113330488446,-19479.053563222165
305,2025-03-13 04:16:24,-21198.5348279937,-22923.933971244747,-21623.774094012606,-19585.554113051472
306,2025-03-13 04:19:05,-21315.590500262606,-23050.387408088234,-21743.21888130252,-19693.769711790967
307,2025-03-13 04:21:46,-21462.961364233193,-23209.800567883405,-21893.432691045167,-19829.976644564074
308,2025-03-13 04:24:27,-21558.37783941702,-23313.615940126052,-21990.397255777312,-19917.932822347688
309,2025-03-13 04:27:08,-21686.1883698792,-23451.412568933825,-22120.960166097688,-20036.18951877626
310,2025-03-13 04:29:48,-21804.868549763654,-23579.649537158613,-22241.994173450632,-20145.936777836134
311,2025-03-13 04:32:29,-21928.124097295167,-23712.632648371848,-22367.645286239494,-20260.099970456933
312,2025-03-13 04:35:09,-22061.435990021007,-23858.019514837186,-22502.752593224788,-20383.008912158613
313,2025-03-13 04:37:50,-22173.570230435926,-23978.852005646007,-22617.714384191175,-20486.498842896533
314,2025-03-13 04:40:29,-22309.239118303572,-24126.060431985294,-22755.603515625,-20611.84791885504
315,2025-03-13 04:43:09,-22420.40194984244,-24246.19127494748,-22869.228499212186,-20714.437811843487
316,2025-03-13 04:45:49,-22542.856043198528,-24378.658416491595,-22994.144317883405,-20827.536141018907
317,2025-03-13 04:48:30,-22668.06338629202,-24513.973969275212,-23121.680376838234,-20943.41567095588
318,2025-03-13 04:51:11,-22775.463514311974,-24630.633436186974,-23230.826762736346,-21042.561465992647
319,2025-03-13 04:53:52,-22930.401211265755,-24797.913537289915,-23389.12176667542,-21185.724707851892
320,2025-03-13 04:56:32,-23053.961019564074,-24931.716616334033,-23514.904264049368,-21299.93487394958
321,2025-03-13 04:59:13,-23176.636357668067,-25064.93715533088,-23639.73142069328,-21413.087513130253
322,2025-03-13 05:01:54,-23303.555179884454,-25202.38450301996,-23769.10425420168,-21530.269547662814
323,2025-03-13 05:04:35,-23431.760340073528,-25340.190224527312,-23900.20351890756,-21649.103679753152
324,2025-03-13 05:07:17,-23549.486557904413,-25468.42281053046,-24019.769006039915,-21757.570328912814
325,2025-03-13 05:09:58,-23694.806853991595,-25624.947971376052,-24168.556016938026,-21891.887276785714
326,2025-03-13 05:12:39,-23808.799993434874,-25748.846901260506,-24284.238937762606,-21997.183478860294
327,2025-03-13 05:15:20,-23955.708081670167,-25908.077370010506,-24433.6640625,-22132.96221769958
328,2025-03-13 05:18:00,-24083.9241563813,-26046.771402310926,-24564.3959427521,-22251.432773109245
329,2025-03-13 05:20:41,-24208.721080619747,-26181.456785057773,-24691.928308823528,-22366.761833639706
330,2025-03-13 05:23:21,-24308.651572347688,-26290.244058560926,-24793.383272058825,-22458.906479779413
331,2025-03-13 05:26:02,-24471.223247111346,-26465.165638130253,-24959.82517069328,-22609.312861081933
332,2025-03-13 05:28:43,-24592.446641938026,-26596.665293461134,-25083.061301864494,-22721.319655987394
333,2025-03-13 05:31:25,-24724.10640428046,-26739.834821428572,-25216.905051864494,-22842.709082851892
334,2025-03-13 05:34:06,-24845.96167607668,-26871.07435005252,-25341.243008140755,-22955.66419380252
335,2025-03-13 05:36:47,-24977.41918329832,-27013.761767988446,-25475.12877494748,-23076.878052783613
336,2025-03-13 05:39:28,-25130.51386882878,-27179.31849067752,-25631.21377691702,-23218.38320640756
337,2025-03-13 05:42:09,-25212.38854057248,-27267.568868172268,-25714.75147715336,-23294.228417148108
338,2025-03-13 05:44:50,-25380.33101365546,-27449.294675682773,-25886.143365940126,-23449.246783088234
339,2025-03-13 05:47:31,-25471.872964810926,-27548.430048581933,-25979.345703125,-23533.84865743172
340,2025-03-13 05:50:11,-25633.71848739496,-27723.65099789916,-26144.322708771007,-23683.314026391807
341,2025-03-13 05:52:51,-25775.70614495798,-27877.21120010504,-26289.092387736346,-23814.535254726892
342,2025-03-13 05:55:31,-25910.38537289916,-28023.05106026786,-26426.1734998687,-23939.042738970587
343,2025-03-13 05:58:10,-26038.67760307248,-28161.868484112394,-26557.154214810926,-24057.4249113708
344,2025-03-13 06:00:51,-26195.546185661766,-28331.894071691175,-26716.925797662814,-24202.248227415967
345,2025-03-13 06:03:31,-26325.976595325632,-28472.692768513654,-26850.24494485294,-24322.735507484245
346,2025-03-13 06:06:12,-26449.716846113446,-28607.05212710084,-26975.79848345588,-24437.151900603993
347,2025-03-13 06:08:53,-26593.166442358193,-28761.93042607668,-27122.056886817227,-24569.923171612394
348,2025-03-13 06:11:32,-26724.279214810926,-28903.72245929622,-27256.106716123948,-24690.823168329833
349,2025-03-13 06:14:12,-26843.251362263654,-29032.996110162814,-27376.941045168067,-24800.673188025212
350,2025-03-13 06:16:53,-26990.091764049368,-29191.731781775212,-27526.603088891807,-24936.475873161766
351,2025-03-13 06:19:33,-27086.626706932773,-29296.044166885506,-27625.16304490546,-25025.658925288866
352,2025-03-13 06:22:13,-27240.20770417542,-29463.074333639706,-27781.063058035714,-25167.413438813026
353,2025-03-13 06:24:54,-27408.783186712186,-29645.263770351892,-27953.323184742647,-25323.015247505253
354,2025-03-13 06:27:35,-27512.388163077732,-29757.454388786766,-28058.902048319327,-25418.700384059874
355,2025-03-13 06:30:16,-27660.09544051996,-29916.770056460085,-28209.568851759454,-25555.48215926996
356,2025-03-13 06:32:57,-27796.20535714286,-30064.222623424368,-28348.393677783613,-25681.048237263654
357,2025-03-13 06:35:37,-27947.708065257353,-30227.818408613446,-28503.0703125,-25821.101250656513
358,2025-03-13 06:38:17,-28056.106732536766,-30346.101644564074,-28612.923188025212,-25920.995338760506
359,2025-03-13 06:40:58,-28209.036354385506,-30510.54418329832,-28769.2906873687,-26062.71188944328
360,2025-03-13 06:43:38,-28339.378955488446,-30652.021238182773,-28901.882041097688,-26183.01729910714
361,2025-03-13 06:46:19,-28505.563090861346,-30832.528065913866,-29070.93856683298,-26336.30563944328
362,2025-03-13 06:49:00,-28643.961019564074,-30981.906200761554,-29212.362296481093,-26464.198365283613
363,2025-03-13 06:51:41,-28775.5582654937,-31124.039505646007,-29346.36551339286,-26586.089220063026
364,2025-03-13 06:54:22,-28919.02747505252,-31279.38456867122,-29492.680458902312,-26718.51729910714
365,2025-03-13 06:57:03,-29048.03185727416,-31419.046218487394,-29624.15524881828,-26837.676158744747
366,2025-03-13 06:59:43,-29208.127609637606,-31592.000426733193,-29787.470063025212,-26985.713514311974
367,2025-03-13 07:02:23,-29346.679129464286,-31742.162880777312,-29928.55193014706,-27113.658826811974
368,2025-03-13 07:05:04,-29471.417788209033,-31877.305393251052,-30055.817801339286,-27228.69995732668
369,2025-03-13 07:07:45,-29639.617285976892,-32059.399668461134,-30227.038356748948,-27384.212168461134
370,2025-03-13 07:10:26,-29753.028574711134,-32181.52519367122,-30342.987706801472,-27489.184184611346
371,2025-03-13 07:13:06,-29884.693654805673,-32324.77499671744,-30476.742909663866,-27610.59294577206
372,2025-03-13 07:15:46,-30083.600791097688,-32539.602186186974,-30679.65065323004,-27794.55954569328
373,2025-03-13 07:18:26,-30220.634207589286,-32687.5621717437,-30819.81425617122,-27921.050633534665
374,2025-03-13 07:21:05,-30343.09091058298,-32820.156840861346,-30944.312270220587,-28034.373145351892
375,2025-03-13 07:23:45,-30504.878479516807,-32995.355797006305,-31109.035451680673,-28183.899684873948
376,2025-03-13 07:26:25,-30618.2151720063,-33118.190946691175,-31224.712135635506,-28288.357389049368
377,2025-03-13 07:29:06,-30787.019711790967,-33301.57960215336,-31396.367105435926,-28444.085986738446
378,2025-03-13 07:31:46,-30926.587890625,-33452.107536764706,-31538.212677258405,-28573.72703847164
379,2025-03-13 07:34:27,-31091.259552258405,-33630.84612985819,-31706.06963957458,-28725.459148503152
380,2025-03-13 07:37:08,-31200.404050682773,-33748.52481617647,-31817.70292804622,-28826.336971507353
381,2025-03-13 07:39:49,-31374.72825301996,-33936.99174435399,-31995.642364758405,-28987.342371323528
382,2025-03-13 07:42:29,-31502.147124474788,-34074.664948792015,-32125.599034926472,-29105.167591255253
383,2025-03-13 07:45:10,-31669.095538996848,-34256.203272715335,-32295.315979516807,-29259.096490940126
384,2025-03-13 07:47:51,-31852.99123555672,-34454.51775866596,-32482.9737394958,-29429.35714285714
385,2025-03-13 07:50:32,-31943.464187237394,-34552.10282628676,-32575.600709033613,-29512.880005908613
386,2025-03-13 07:53:13,-32106.366399684874,-34729.00556394433,-32741.436318277312,-29663.081276260506
387,2025-03-13 07:55:54,-32246.975988051472,-34880.67407431723,-32884.839696034665,-29793.301979385506
388,2025-03-13 07:58:34,-32390.77895220588,-35035.655495010506,-33031.965467436974,-29926.228811055673
389,2025-03-13 08:01:15,-32543.91501444328,-35202.49464942227,-33187.38598017332,-30067.374245010506
390,2025-03-13 08:03:56,-32693.49716058298,-35364.38527442227,-33339.90464154412,-30205.522780987394
391,2025-03-13 08:06:37,-32854.26214548319,-35538.15204831933,-33503.802750787814,-30354.18676142332
392,2025-03-13 08:09:17,-32988.81300879727,-35683.60755317752,-33640.99463300945,-30478.577895220587
393,2025-03-13 08:11:57,-33168.33337710084,-35877.83775932248,-33823.97295168067,-30644.47272190126
394,2025-03-13 08:14:38,-33300.531233587186,-36020.88988642332,-33958.771336659665,-30766.579552914915
395,2025-03-13 08:17:18,-33488.387867647056,-36225.27417607668,-34149.63103991596,-30939.788537289915
396,2025-03-13 08:19:59,-33580.95069590336,-36324.62811843488,-34244.38767069328,-31025.6124113708
397,2025-03-13 08:22:40,-33756.32759978992,-36514.108964679624,-34423.42500984769,-31187.66560530462
398,2025-03-13 08:25:20,-33919.915999212186,-36691.06236869748,-34590.176585477944,-31338.858324579833
399,2025-03-13 08:28:01,-34055.625623686974,-36837.27860753676,-34728.627888655465,-31464.631220456933
400,2025-03-13 08:30:42,-34220.784827993695,-37017.14357930672,-34896.76728269433,-31616.525817358193
401,2025-03-13 08:33:24,-34323.18443080357,-37127.045118828784,-35001.28714220063,-31711.7086561187
402,2025-03-13 08:36:04,-34540.27873883928,-37362.29664522059,-35222.554490546216,-31912.055885635506
403,2025-03-13 08:38:45,-34690.489824054624,-37525.6258698792,-35375.51079963235,-32050.369025735294
404,2025-03-13 08:41:25,-34844.9869846376,-37692.505711659665,-35533.03077402836,-32193.312188156513
405,2025-03-13 08:44:06,-34984.26836594012,-37843.21476168592,-35674.93961725315,-32322.052586659665
406,2025-03-13 08:46:46,-35170.84002429096,-38045.07284007353,-35865.07321756828,-32494.487312893907
407,2025-03-13 08:49:27,-35292.778673188026,-38176.27412683824,-35989.77266609769,-32607.409056591387
408,2025-03-13 08:52:07,-35430.9131926208,-38327.026802127104,-36130.01189929096,-32734.501050420167
409,2025-03-13 08:54:48,-35634.05337447479,-38546.75347951681,-36337.234571953784,-32922.139607405465
410,2025-03-13 08:57:28,-35818.235605961134,-38745.31945903361,-36525.33641347164,-33092.593897715335
411,2025-03-13 09:00:09,-35922.00628610819,-38858.25738576681,-36630.50359440651,-33188.44209558824
412,2025-03-13 09:02:49,-36083.68557970063,-39033.420332195376,-36795.29544708508,-33337.67453387605
413,2025-03-13 09:05:30,-36217.81811318277,-39178.884617909665,-36932.07960215336,-33461.3192292542
414,2025-03-13 09:08:10,-36386.217075892855,-39360.69421284139,-37103.64105173319,-33617.28815979517
415,2025-03-13 09:10:50,-36523.52845982143,-39508.80700170693,-37243.929014574576,-33744.2667082458
416,2025-03-13 09:13:31,-36743.35673253676,-39746.307838760506,-37468.16012342437,-33947.53850446428
417,2025-03-13 09:16:11,-36883.82592568277,-39898.438911502104,-37611.40452665441,-34077.18013064601
418,2025-03-13 09:18:51,-36973.3420102416,-39996.20693277311,-37702.32108390231,-34159.45629267332
419,2025-03-13 09:21:32,-37162.3923647584,-40200.31883534664,-37895.15889246324,-34334.36969866072
420,2025-03-13 09:24:13,-37360.67926076681,-40416.28364627101,-38096.70460215336,-34516.95383075105
421,2025-03-13 09:26:53,-37509.2868960084,-40576.16366859244,-38248.41201089811,-34654.782579438026
422,2025-03-13 09:29:34,-37628.103581276264,-40703.91583508404,-38369.89535189076,-34764.89743631828
423,2025-03-13 09:32:15,-37825.44710149685,-40918.17958902311,-38570.81258206408,-34946.87024028361
424,2025-03-13 09:34:55,-38011.60200564601,-41119.585215336134,-38760.53505777311,-35118.91194524685
425,2025-03-13 09:37:36,-38128.46576286765,-41245.48979122899,-38879.98998818277,-35227.051536239494
426,2025-03-13 09:40:16,-38325.09371717437,-41459.40221244748,-39079.76834952731,-35408.35356486344
427,2025-03-13 09:42:55,-38466.169905462186,-41611.74448529412,-39223.96939009979,-35538.635996586134
428,2025-03-13 09:45:35,-38677.23558954832,-41840.46435136555,-39438.883534663866,-35733.57500656512
429,2025-03-13 09:48:12,-38802.926798844535,-41975.83081670168,-39567.20338760504,-35850.0388491334
430,2025-03-13 09:50:52,-38970.31870404412,-42156.9581144958,-39737.69843093488,-36004.801109506305
431,2025-03-13 09:53:32,-39140.68776260504,-42340.91652442227,-39911.778886554624,-36162.19431131828
432,2025-03-13 09:56:12,-39286.11909138656,-42499.339646796216,-40059.21188944328,-36296.381318933825
433,2025-03-13 09:58:53,-39426.63931197479,-42651.60182510504,-40202.52225577731,-36426.00150997899
434,2025-03-13 10:01:33,-39609.09844406512,-42848.711823792015,-40388.63885241596,-36594.729188550424
435,2025-03-13 10:04:13,-39765.526063550424,-43017.884224002104,-40548.25745141807,-36739.20604648109
436,2025-03-13 10:06:53,-39949.37805278361,-43216.66954438025,-40735.84617909664,-36909.05539325105
437,2025-03-13 10:09:33,-40095.58580619748,-43375.3543855042,-40884.34325761555,-37044.18792673319
438,2025-03-13 10:12:13,-40267.248851102944,-43559.56886817227,-41060.28584558824,-37203.22813813025
439,2025-03-13 10:14:53,-40458.90716911765,-43768.494157037814,-41255.0770417542,-37379.58611804096
440,2025-03-13 10:17:33,-40600.25745141807,-43921.96852022059,-41398.81952468488,-37510.049501050424
441,2025-03-13 10:20:13,-40775.621553308825,-44111.6490940126,-41577.59522715336,-37672.116727941175
442,2025-03-13 10:22:52,-40939.974592962186,-44288.0301667542,-41745.808659401264,-37824.55389968488
443,2025-03-13 10:25:32,-41101.45033482143,-44463.43907563025,-41910.01953125,-37973.52887014181
444,2025-03-13 10:28:11,-41307.457917542015,-44686.437696953784,-42120.161436449576,-38163.69258797269
445,2025-03-13 10:30:51,-41440.25633534664,-44830.943375787814,-42254.95122111344,-38286.216386554624
446,2025-03-13 10:33:31,-41595.94921875,-44998.93329831933,-42414.02002363445,-38430.15464154412
447,2025-03-13 10:36:11,-41799.80321034664,-45218.404969800424,-42622.35842305672,-38618.931361607145
448,2025-03-13 10:38:51,-41976.49878545168,-45410.66701680672,-42801.971901260506,-38781.764082195376
449,2025-03-13 10:41:31,-42163.217995010506,-45612.15746454832,-42992.50134585084,-38954.54730173319
450,2025-03-13 10:44:10,-42284.75226496849,-45744.85901391807,-43115.8181460084,-39066.3693539916
451,2025-03-13 10:46:50,-42491.03801207983,-45968.12719931723,-43326.074415703784,-39256.94009322479
452,2025-03-13 10:49:30,-42643.863904936974,-46131.70410976891,-43482.70407694328,-39398.850233061974
453,2025-03-13 10:52:10,-42778.45348608193,-46277.94770877101,-43619.44331013656,-39523.08651194853
454,2025-03-13 10:54:50,-42995.547465861346,-46513.94291622899,-43840.281873686974,-39723.19652704832
455,2025-03-13 10:57:30,-43162.41128873424,-46693.65976234244,-44010.86961659664,-39877.628019957985
456,2025-03-13 11:00:09,-43308.7233127626,-46851.98224133404,-44160.14577862395,-40012.708869485294
457,2025-03-13 11:02:49,-43496.05856092437,-47053.774980304624,-44351.24753807773,-40186.375722163866
458,2025-03-13 11:05:28,-43703.25009847689,-47278.52294511555,-44562.302324054624,-40377.502494747896
459,2025-03-13 11:08:08,-43892.87772452731,-47484.61863182773,-44755.077402836134,-40552.41875656512
460,2025-03-13 11:10:49,-44036.54145877101,-47639.768776260506,-44901.858620010506,-40685.129365808825
461,2025-03-13 11:13:29,-44176.23703387605,-47791.20604648109,-45044.02882090336,-40814.1629792542
462,2025-03-13 11:16:09,-44391.12975971639,-48022.82608981092,-45263.44061843488,-41013.121422006305
463,2025-03-13 11:18:49,-44544.542903098736,-48188.68221507353,-45419.74665178572,-41155.031840861346
464,2025-03-13 11:21:30,-44673.07398897059,-48328.86209952731,-45550.32438287815,-41273.2912289916
465,2025-03-13 11:24:09,-44914.926667542015,-48590.71090467437,-45796.9396664916,-41496.57500656512
466,2025-03-13 11:26:50,-45059.67171087185,-48747.65191701681,-45944.34680278361,-41630.17676601891
467,2025-03-13 11:29:30,-45246.67269564076,-48949.30672268908,-46135.21097032563,-41803.28958771008
468,2025-03-13 11:32:11,-45407.02547268908,-49122.803801207985,-46298.796152836134,-41951.35907956933
469,2025-03-13 11:34:52,-45599.6970522584,-49331.65244222689,-46494.884880514706,-42129.335740546216
470,2025-03-13 11:37:32,-45748.33679096639,-49491.988740808825,-46646.519728203784,-42266.957228203784
471,2025-03-13 11:40:11,-46005.9503019958,-49770.51034007353,-46909.484440651264,-42504.87605042017
472,2025-03-13 11:42:51,-46132.82848608193,-49908.04582457983,-47038.763950892855,-42621.96054359244
473,2025-03-13 11:45:30,-46310.57809217437,-50099.85911239496,-47220.07802652311,-42786.48831407563
474,2025-03-13 11:48:10,-46509.09578518908,-50315.891773897056,-47421.92699579832,-42969.37122505252
475,2025-03-13 11:50:50,-46720.24363182773,-50543.88310793067,-47637.32165835084,-43164.701713497896
476,2025-03-13 11:53:30,-46844.92929359244,-50678.5709690126,-47764.54093356092,-43279.98516281512
477,2025-03-13 11:56:10,-47014.35697872899,-50861.77370010504,-47937.480665703784,-43436.44852941176
478,2025-03-13 11:58:50,-47204.46957064076,-51068.48693539916,-48130.65556066176,-43611.813090861346
479,2025-03-13 12:01:29,-47381.57366071428,-51259.95532431723,-48311.36633403361,-43775.438222163866
480,2025-03-13 12:04:09,-47568.8700105042,-51462.11518513656,-48502.42670036765,-43948.764607405465
481,2025-03-13 12:06:50,-47763.73082983193,-51672.69491859244,-48701.32933954832,-44128.80481880252
482,2025-03-13 12:09:30,-47902.81529017857,-51823.09601496849,-48843.25150997899,-44257.2745207458
483,2025-03-13 12:12:11,-48139.28098739496,-52080.37975971639,-49083.36072085084,-44475.393251050424
484,2025-03-13 12:14:51,-48247.32270877101,-52196.77501313025,-49193.77353597689,-44575.39115021008
485,2025-03-13 12:17:31,-48476.24149816176,-52443.308265493695,-49427.7756039916,-44787.28627232143
486,2025-03-13 12:20:12,-48689.107274159665,-52674.57431722689,-49644.13419117647,-44983.73316045168
487,2025-03-13 12:22:52,-48858.36731880252,-52857.364298844535,-49817.10386029412,-45140.062565651264
488,2025-03-13 12:25:33,-49059.078190651264,-53074.664390756305,-50021.34063156512,-45325.68766412815
489,2025-03-13 12:28:13,-49174.166163340335,-53199.91357011555,-50138.54273897059,-45431.56870404412
490,2025-03-13 12:30:53,-49366.89328387605,-53408.25649947479,-50334.980403098736,-45609.801109506305
491,2025-03-13 12:33:34,-49597.781053046216,-53658.7322085084,-50570.06476496849,-45822.851102941175
492,2025-03-13 12:36:15,-49787.692817752104,-53862.443244485294,-50764.473115808825,-45999.04119616596
493,2025-03-13 12:38:55,-49942.95489758404,-54030.53282563025,-50922.77543986344,-46142.40099789916
494,2025-03-13 12:41:36,-50163.26267069328,-54269.94439338235,-51146.892857142855,-46345.52448792017
495,2025-03-13 12:44:16,-50289.41609768908,-54404.908318014706,-51276.13740808824,-46462.75098476891
496,2025-03-13 12:46:57,-50516.14571297269,-54652.64160976891,-51506.1712184874,-46671.25049238445
497,2025-03-13 12:49:37,-50682.572282037814,-54832.65398503151,-51675.79201680672,-46825.09230567227
498,2025-03-13 12:52:18,-50864.357011554624,-55026.71402310924,-51862.35556722689,-46994.08688944328
499,2025-03-13 12:54:58,-51068.11951811975,-55249.01749606092,-52069.13721113445,-47181.67830882353
500,2025-03-13 12:57:37,-51231.386521796216,-55425.65917148109,-52235.69130777311,-47332.44892331933
